year,gender,count,name,rank
1977,female,111,Victoria,45
1977,female,110,Claire,46
1977,female,109,Susan,47
1977,female,108,Louise,48
1977,female,107,Shannon,49
1977,female,106,Joanna,50
1977,female,106,Charlotte,51
1977,female,104,Leanne,52
1977,female,102,Renee,53
1977,female,101,Anita,54
1977,female,99,Rochelle,55
1977,female,98,Belinda,56
1977,female,96,Stephanie,57
1977,female,94,Shelley,58
1977,female,94,Hayley,59
1977,female,91,Sharon,60
1977,female,90,Caroline,61
1977,female,89,Tina,62
1977,female,87,Christine,63
1977,female,85,Toni,64
1977,female,83,Jessica,65
1977,female,81,Kate,66
1977,female,79,Janine,67
1977,female,78,Jacqueline,68
1977,female,74,Wendy,69
1977,female,73,Olivia,70
1977,female,72,Suzanne,71
1977,female,71,Heidi,72
1977,female,70,Bridget,73
1977,female,69,Mary,74
1977,female,69,Kirsten,75
1977,female,69,Alison,76
1977,female,67,Sara,77
1977,female,67,Teresa,78
1977,female,65,Julia,79
1977,female,65,Emily,80
1977,female,64,Tanya,81
1977,female,64,Jolene,82
1977,female,64,Katie,83
1977,female,62,Sally,84
1977,female,62,Kerry,85
1977,female,62,Carla,86
1977,female,61,Marie,87
1977,female,61,Linda,88
1977,female,61,Kathleen,89
1977,female,61,Carolyn,90
1977,female,60,Christina,91
1977,female,58,Nadine,92
1977,female,58,Bronwyn,93
1977,female,57,Ruth,94
1977,female,57,Philippa,95
1977,female,57,Heather,96
1977,female,57,Erin,97
1977,female,56,Sheree,98
1977,female,56,Sonia,99
1977,female,56,Leah,100
2009,female,386,Sophie,1
2009,female,305,Ruby,2
2009,female,304,Olivia,3
2009,female,288,Isabella,4
2009,female,283,Ella,5
2009,female,266,Emily,6
2009,female,257,Charlotte,7
2009,female,236,Lily,8
2009,female,235,Emma,9
2009,female,222,Amelia,10
2009,female,216,Chloe,11
2009,female,213,Grace,12
2009,female,201,Zoe,13
2009,female,195,Paige,14
2009,female,191,Ava,15
2009,female,186,Lucy,16
2009,female,175,Jessica,17
2009,female,169,Isla,18
2009,female,168,Hannah,19
2009,female,168,Madison,20
2009,female,148,Samantha,21
2009,female,146,Georgia,22
2009,female,143,Sienna,23
2009,female,134,Mia,24
2009,female,134,Holly,25
2009,female,132,Sophia,26
2009,female,125,Bella,27
2009,female,123,Brooke,28
2009,female,118,Maia,29
2009,female,111,Maddison,30
2009,female,106,Jasmine,31
2009,female,101,Eva,32
2009,female,100,Molly,33
2009,female,100,Elizabeth,34
2009,female,96,Hayley,35
2009,female,94,Sarah,36
2009,female,92,Amber,37
2009,female,88,Kate,38
2009,female,88,Caitlin,39
2009,female,88,Isabelle,40
2009,female,87,Tayla,41
2009,female,87,Jade,42
2009,female,87,Abigail,43
2009,female,80,Amy,44
2009,female,80,Kayla,45
2009,female,79,Taylor,46
2009,female,79,Keira,47
2009,female,78,Zara,48
2009,female,77,Stella,49
2009,female,75,Eden,50
2009,female,75,Anna,51
2009,female,73,Summer,52
2009,female,72,Nevaeh,53
2009,female,72,Addison,54
2009,female,70,Alice,55
2009,female,68,Imogen,56
2009,female,68,Katie,57
2009,female,66,Peyton,58
2009,female,65,Alyssa,59
2009,female,63,Aaliyah,60
2009,female,61,Rose,61
2009,female,61,Leah,62
2009,female,61,Matilda,63
2009,female,60,Isabel,64
2009,female,60,Poppy,65
2009,female,59,Millie,66
2009,female,59,Mackenzie,67
2009,female,58,Phoebe,68
2009,female,58,Alexis,69
2009,female,57,Lilly,70
2009,female,55,Mikayla,71
2009,female,53,Scarlett,72
2009,female,53,Savannah,73
2009,female,53,Sofia,74
2009,female,51,Riley,75
2009,female,50,Hazel,76
2009,female,50,Bailey,77
2009,female,49,Brooklyn,78
2009,female,49,Abby,79
2009,female,49,Daisy,80
2009,female,49,Lauren,81
2009,female,48,Tessa,82
2009,female,48,Rebecca,83
2009,female,48,Alexandra,84
2009,female,47,Ashley,85
2009,female,47,Anahera,86
2009,female,47,Manaia,87
2009,female,46,Katelyn,88
2009,female,46,Piper,89
2009,female,46,Lola,90
2009,female,46,Madeline,91
2009,female,45,Faith,92
2009,female,45,Annabelle,93
2009,female,45,Violet,94
2009,female,45,Aria,95
2009,female,45,Maria,96
2009,female,44,Natalie,97
2009,female,44,Madeleine,98
2009,female,44,Ariana,99
2009,female,44,Ayla,100
1969,female,934,Lisa,1
1969,female,674,Michelle,2
1969,female,515,Karen,3
1969,female,456,Joanne,4
1969,female,446,Tania,5
1969,female,431,Nicola,6
1969,female,427,Angela,7
1969,female,387,Deborah,8
1969,female,372,Tracey,9
1969,female,359,Kim,10
1969,female,347,Susan,11
1969,female,335,Donna,12
1969,female,330,Sharon,13
1969,female,311,Fiona,14
1969,female,309,Julie,15
1969,female,287,Paula,16
1969,female,285,Sarah,17
1969,female,265,Andrea,18
1969,female,260,Christine,19
1969,female,256,Jacqueline,20
1969,female,254,Sandra,21
1969,female,254,Rachel,22
1969,female,254,Helen,23
1969,female,249,Catherine,24
1969,female,245,Elizabeth,25
1969,female,242,Jennifer,26
1969,female,233,Wendy,27
1969,female,225,Amanda,28
1969,female,216,Leanne,29
1969,female,213,Tracy,30
1969,female,211,Janine,31
1969,female,205,Maria,32
1969,female,200,Joanna,33
1969,female,199,Vanessa,34
1969,female,187,Linda,35
1969,female,182,Jane,36
1969,female,170,Robyn,37
1969,female,160,Katrina,38
1969,female,157,Kathryn,39
1969,female,156,Louise,40
1969,female,154,Megan,41
1969,female,153,Rebecca,42
1969,female,149,Carolyn,43
1969,female,144,Suzanne,44
1969,female,142,Tina,45
1969,female,139,Heather,46
1969,female,136,Maree,47
1969,female,135,Vicki,48
1969,female,130,Melissa,49
1969,female,127,Victoria,50
1969,female,126,Toni,51
1969,female,124,Stephanie,52
1969,female,124,Mary,53
1969,female,121,Alison,54
1969,female,120,Anna,55
1969,female,114,Tanya,56
1969,female,112,Denise,57
1969,female,110,Justine,58
1969,female,108,Margaret,59
1969,female,107,Diane,60
1969,female,106,Patricia,61
1969,female,106,Bronwyn,62
1969,female,105,Debra,63
1969,female,104,Raewyn,64
1969,female,103,Brenda,65
1969,female,102,Shelley,66
1969,female,102,Melanie,67
1969,female,101,Katherine,68
1969,female,99,Teresa,69
1969,female,98,Anne,70
1969,female,93,Natalie,71
1969,female,92,Judith,72
1969,female,92,Cherie,73
1969,female,91,Debbie,74
1969,female,88,Sonya,75
1969,female,86,Sally,76
1969,female,86,Karyn,77
1969,female,85,Kathleen,78
1969,female,83,Rachael,79
1969,female,83,Marie,80
1969,female,82,Carol,81
1969,female,80,Pamela,82
1969,female,78,Christina,83
1969,female,78,Anita,84
1969,female,77,Lynda,85
1969,female,77,Caroline,86
1969,female,76,Pauline,87
1969,female,75,Annette,88
1969,female,75,Barbara,89
1969,female,74,Lynette,90
1969,female,73,Belinda,91
1969,female,72,Ann,92
1969,female,71,Michele,93
1969,female,71,Nicole,94
1969,female,70,Philippa,95
1969,female,70,Claire,96
1969,female,67,Vicky,97
1969,female,67,Kirsten,98
1969,female,67,Emma,99
1969,female,65,Penelope,100
2001,female,337,Jessica,1
2001,female,318,Hannah,2
2001,female,303,Emma,3
2001,female,303,Olivia,4
2001,female,296,Grace,5
2001,female,291,Georgia,6
2001,female,285,Sophie,7
2001,female,280,Samantha,8
2001,female,267,Sarah,9
2001,female,231,Emily,10
2001,female,220,Caitlin,11
2001,female,195,Ella,12
2001,female,168,Brooke,13
2001,female,166,Madison,14
2001,female,159,Isabella,15
2001,female,152,Charlotte,16
2001,female,152,Kate,17
2001,female,149,Amy,18
2001,female,139,Anna,19
2001,female,139,Jade,20
2001,female,139,Lucy,21
2001,female,137,Holly,22
2001,female,136,Rebecca,23
2001,female,129,Jasmine,24
